real_name,positive_names,negative_names
DirecTV,"['DirectV.', 'DíreCTV', 'DirecT V']","['Dêre', 'Dèere', 'Dèëre']"
Discover Financial Services,"['Discover Financial Servicès', 'D1scover Financial Serv1ces.', 'Di5cover Fìnancial Servìces']","['PNC Fìnancial Services Group', 'AmTrust Financial Services', 'AmTrust Financial Servicès', 'AmTrust Financiãl Services', 'ÁmTrust Financial Services']"
Discovery Communications,"['Di5covery Communications', 'Díscovery Communicàtions', 'Discovery Coммunications']","['Frontier Communications', 'Level 3 Communications', 'Front1er, Communications', 'Univision Communications']"
Disney,"['D1sney', 'Dìsney', 'Dísney']","['Dyneĝy', 'Dynegy', 'Dýnegy.']"
Dollar General,"['D0llar General', 'Dollar_General', 'Dol1ar Genèral']","['Mèrcury General', 'D0llar Tree', 'Dollar Treè', 'Dolla rTree', 'Dollar Tree']"
Dollar Tree,"['Dollar Treè', 'D0llar Tree', 'Dolla rTree']","['D0llar General', 'Family Dollar Stores', 'Dollar_General', 'Dollar General']"
Dominion Resources,"['Đominion Resourcès', 'DòminionResources', 'Domin1on Resources']","['Continéntal Resources', 'Con cho Resources', 'Concho Resources', 'Cóncho Resources', 'Fránklin Resources', 'Franklin Resources']"
Domtar,"['D0mtar', 'Dõ mtar', 'Domtar.']","['Wa1mart', 'Tor chmark', 'Daナher', 'Walmart', 'Echo$tar', 'Torchmark.', 'EchoStar']"
Donaldson,"['DònaIdson', 'D0naldson', 'Donal dson']","[""McDona1d's"", 'SunÉdison', ""McDonald's"", 'SunEdison', ""McDonald's."", 'SùnEdison', 'Dána Holding']"
Dover,"['Dòver', 'D0ver', 'Do.ver']","['Convergys', 'Deere', 'Dèere', 'Daナher']"
Dow Chemical,"['D0w  Chemícal', 'DowChem1cal', 'D0w Chèmical']","['We5tlake Chemícal', 'Eastman Chemical', 'We5tlake Chemical', 'Westlake Chemical']"
Dr Pepper Snapple Group,"['Dr Peppèr Snapple Group', 'Dr Pepper Snapple Gr0up', 'dR Peppér SnàppleGroup']","['G-III Apparel Group', 'Oaktree Capital Group', 'Dres5er Rand Group', 'Dre sser-Rand Group', 'G-III Appare1 Group', 'Sentry Insurànce Group', '0aktree Cap1tal Group', 'Èrie Insurance Group']"
Dresser-Rand Group,"['Dre sser-Rand Group', 'Dre55er-Rand Group', 'Dres5er Rand Group']","['Ryland Gr0up', 'Ryland Group', 'Ry1and Group', 'Èrie Insurance Group']"
DuPont,"['DuP0nt', 'DuP ont', 'DùPònt']","['Pàntry', 'Pantry', 'Pántry']"
Duke Energy,"['DukèEnèrgy', 'Dukè Energy', 'Duke Enèrgy']","['Dèvon Energy', 'Puget Energy', 'DTÉ Ene rgy', 'DTE Energy', 'Puģet Energy', 'EP Enèrgy', 'SM Energy', 'Devon Energy']"
Dynegy,"['D ynegy', 'Dyneĝy', 'Dýnegy.']","['DTE Energy', 'Dìsney', 'Dísney', 'Disney']"
E*Trade Financial,"['E*T rade Fìnancial', 'e*Trade Financlal', 'E*Tradè Financial']","['Prudentíal Financial', 'Sÿmetra Fìnancial', 'Symetra Financial', 'V0ya Financial', 'Symètra Financial', 'Voya Financial', 'Prudential Financial']"
EMC,"['E M C', 'E.MC', 'EmC']","['FMC', 'AE.COM', 'F M C', 'F.MC', 'AECOM', 'ÀECoM']"
EMCOR Group,"['EMÇOR Group', 'EMC0R Grôup', 'E M C O R Group']","['CB RE Group', 'CMÈ Group', 'HRG Group', 'CM E Group', 'CBRE Group', 'CBRè Group', 'hRg Group']"
EOG Resources,"['EOG Re5ources', 'E O G Resources', 'E0G Resources']","['qEp Reso͟urces', 'AGL Resources', 'QEP Resources']"
EP Energy,"['EP En3rgy', 'EPEn ergy', 'EP Enèrgy']","['Entergy', 'PBF Enèrgy', 'PBF En ergy', 'WPX Energy', 'PBf Energy']"
EQT,"['E.QT', 'E Q T']","['LKQ', 'ÀDT', 'L KQ', 'I TT', 'TJX']"
Eastman Chemical,"['Ea5tman Chemica1', 'Eastmän Chemi cal', 'Ea5t1màn Chèmical']","['D0w Chèmical', 'We5tlake Chemícal', 'We5tlake Chemical', 'West.lake Chemical', 'Westlake Chemical', 'Dow Chemical']"
Eastman Kodak,"['Ea5tman Kodak', 'Eastmán Kodak', 'Eastman Ko dak']","['Ea5tman Chemica1', 'Eastman Chemical', 'Eastmän Chemi cal', 'Extrrran Holdlngs']"
EchoStar,"['Ech0Star', 'Echo$tar', 'Echostär']","['ȚechData', 'Torchmark', 'Ecolab', 'Domtar', 'Nucor', 'Nu cor', 'Tèch Data', 'Ecol.ab']"
Ecolab,"['Ecol.ab', 'Eco1áb', 'Ēc0lab']","['Çoca-Cola', 'Echostär', 'Echo$tar', 'Ech0Star', 'ca.', 'EchoStar']"
Edison International,"['Ed ison In ternational', 'Èdison Internat1onal', 'Edìson Internationál']","['Brinker International', 'Caméron Internat1onal', 'WESCO International', 'Cameron International', 'B rinkèr International', 'Towér International']"
Education Management,"['Eductátion Management', 'Educa tion Managemènt', 'Èducati0n Management']","['Waste  Management', 'Waste Management', 'Wa5te Management']"
Edwards Lifesciences,"['Edwárds Life5ciences', 'EDwardsLifesciences.', 'Edward5 Life sc1ence5']","['G1lead Sciences', 'New York Life Insurance', 'Gilead Sciences', 'Gilead Sc1ences', 'Gilead. Sciences', 'New York Li fe Insurance']"
Electronic Arts,"['Èlectronic Arts', 'Ele¢tronicArts', 'Elêctronic  Arts']","['Arroω E1ectronics', 'Arrow Electronics', 'Árrow Electronics']"
Eli Lilly,"['Èli Lilly', 'E1i. Lilly', 'Eli Ll1ly']","['Exèlis', 'Wi lliams', 'Pal l', 'Lorillard', 'General Mills', 'CH2M Hill']"
Emerson Electric,"['Emèrson Ele ctric', 'Emerson Elēctric', 'Eme₹son Eleçtric']","['Arrow Electronics', 'General Electric', 'Graybar Electric', 'Americán Electric Power', 'American Electric Power', 'Árrow Electronics']"
Enable Midstream Partners,"['E nable Midstream Partners', 'Ènable Midstream Partners', 'Enable Mídstream Partners']","['Mage11an Midstream Partners', 'Magellan Midstream Partners', 'DCP Midstream Partners']"
EnerSys,"['ÊnerSys', 'Ener§ys', 'EνerSys']","['Ryder System', 'Cónvergys', 'Convergys', 'Entergy', 'C0nvergys', 'SM Energy', 'Ente.rgy']"
Energen,"['Ene rgen', 'Eneгgen', 'Enérgen']","['Ente1gy', 'NRg Energie', 'Entergy', 'Celgene', 'Ente.rgy']"
Energizer Holdings,"['Energ1zer Holdíngs', 'E͞nergiz͞er Holdings', 'Enèrgizèr Holdings']","['Exterrán Holdings', 'Exterran Holdings', 'Energy Future Holdings', 'Enérgy Future Holdings']"
Energy Future Holdings,"['Eñergy Futurè Hold1ngs', 'Enérgy Future Holdings', 'Energý FuturèHoldings']","['Energ1zer Holdíngs', 'Energizer Holdings', 'E͞nergiz͞er Holdings', 'Enèrgizèr Holdings']"
Energy Transfer Equity,"['Ener9y Transfer Equiþy', 'Enérgy Transfer Equity', 'Energy Transfer E.quity']","[""NgL Energy Partner's"", 'NGL Energy Partners', 'Integrys Energy Group', 'NGL Enèrgy Partners', 'FoƦtune Brands Home & Security']"
Entergy,"['Èntergy', 'Ente1gy', 'Ente.rgy']","['EPEn ergy', 'EP Energy', 'OGÈ Energy', 'SM Energy']"
Enterprise Products Partners,"['Enterpríse Products Partner5', 'Enterpr1se Product5 Partners', 'Enterprise. P roducts Partners']","['Cá1ümet Specialty Products Partnèrs', 'Calumet Specialty Products Partners', 'Ferre11gas Partners', 'Calu.met Specialty Pr0ducts Partners']"
Envision Healthcare Holdings,"['Eñvision HealthcareHoldings', 'Envisìon Health care Holdings', 'Envision Healthcare H0ldings']","['IMS Health Holdings', 'Tea mHealth Holdings', '1MS Health H0ldings', 'Team Health Holdings', 'IMS HealthHoldings']"
Equifax,"['E.quifax', 'Equifáx', 'Equ1fax']","['Equinix', 'Equìnix.', 'Equin1x']"
Equinix,"['Equìnix.', 'equinix', 'Equin1x']","['Equifax', 'E.quifax', 'Equifáx']"
Equity Residential,"['Equi1ty Residentiál', 'Equ1ty Residential.', 'Eqúity Res ident1al']","['United Rèntals.', 'Americán Equity Investment Life Holding', 'Country Financial', 'United Rentals', 'AmeřicanEquity Investment Life Holding', 'unITed Rentals', 'Oil States International']"
Erie Insurance Group,"['Erie Insuránce Gr0up', 'ér1e Insuran ce Group', 'Èrie Insurance Group']","['Sen try Insurance Group', 'Selective Insurance Group', 'Hanóver Insurance Gr0up', 'Sèntry Insur4nce Group', 'Sentry Insurànce Group', 'Sentry Insurance Group', 'Hanover Insurance Group']"
Essendant,"['Essèndant', 'Es5endant', 'Essendant.']","['Assurant', 'Assúrant.', 'Expedia', 'Waste Management', 'Teradata', 'Mònѕanto']"
Estee Lauder,"['Estée Lâuder', 'E5tee Lauder', 'Esteè Lauder']","['Boise Cascade', 'Fòot Locker', 'Weyerhaeu5er', 'Weyer hauser', 'Boìse Cascade', 'Foot Locker', 'F0ot Lokcer', 'Weyerhaeuser']"
Esterline Technologies,"['Es terlineTechnologies', 'Esterline Technologie5', 'Èsterline Technolog1es']","['Èxide Technologies', 'Exide Technologies', 'Teledyne Technologies', 'eXi de Technologies']"
Eversource Energy,"['Evers0urce Energy', 'Èversource Energy', 'Eversour ce Energy']","['Adáms Resources & Energy', 'Westar Energy', 'Xcel Energy', 'Duke Energy', 'Adams Resources & Energy']"
Exelis,"['E xelis', 'Exèlis', 'Exel1s']","['Exel0n', 'Exelon', 'Express', 'Exèlon']"
Exelon,"['Exel0n', 'Exe1on', 'Exèlon']","['E xelis', 'Exèlis', 'Exelis', 'Hexion', 'Hèxion', 'xeRoX', 'Exel1s']"
Exide Technologies,"['Èxide Technologies', 'eXi de Technologies', 'Exide Techn0logies']","['United Technologies', 'Agilent Technologies', 'Unitèd Technologies', 'Esterline Technologies']"
Expedia,"['Expe.di.a', 'èXpedia', 'Expèdia']","['Express', 'áxiaIl', 'Nvidia', 'nVídia', 'Exelis', 'Expre55', 'Mednax']"
Expeditors International of Washington,"['Expedit0rs Internat1onal of Wáshington', 'Expeditors Internationàl of Washington', 'Expēditors International of Washingt0n']","['Baxter International', 'Èdison Internat1onal', 'Edìson Internationál', 'Edison International', 'Ed ison In ternational']"
Express,"['EXPres.s', 'Expre55', 'Exprèss']","['American Express', 'Exelon', 'Amer1can Express', 'Guess', 'Expedia', 'Expe.di.a', 'Hess', 'Americàn Express', 'PrØgressive']"
Express Scripts Holding,"['Expres5Scripts Holding', 'Exprèss Scripts Holding', 'Ex press Scripts Holdìng']","['Exterrán Holdings', 'Sea rs Hold1ngs', 'Externn Holdings', 'Sears Holdings', 'Exterran Holdings', 'Nexeo Solutions Holdings']"
Exterran Holdings,"['Externn Holdings', 'Exterrán Holdings', 'Extrrran Holdlngs']","['Energizer Holdings', 'Sears Holdings', 'Sear5 Holdings', 'Crown Holdings', 'Enèrgizèr Holdings']"
Exxon Mobil,"['3xxon Mobil', 'ExxònMobil', 'Exxon Mobi1']","['FM Global', 'FM.Globál', 'Joy Global', 'Exèlon', 'fM globál', 'I ron Mountain', 'Iron Mountain']"
FM Global,"['fM globál', 'FM.Globál', 'FM Gl0bal']","['mRc Gl0bal', 'Joy Global', 'JòyGlobàl', 'MRC Gl0bàl', 'MRC Glóbal.', 'MRC Global']"
FMC,"['F.MC', 'FʍC', 'F M C']","['EMC', 'vF', 'E M C', 'CÁ', 'VF', 'E.MC']"
FMC Technologies,"['FMC. Technologies', 'FMÇ Technologies', 'fmc Techno1ogies']","['Roper TechnoIogies', 'Èxide Technologies', 'Roper Technologies', 'R0per Technologies']"
Facebook,"['Fàcebook', 'Facebo0k', 'Faceb00k']","['Masco', 'Oracle', 'Apache', 'Orac1e', 'Oneok', 'BlackRock', 'Tesoro', '0neok']"
Family Dollar Stores,"['Famíly D0llar Stores', 'Family Dol1ar Store5', 'Fami1yD0llar Store5']","['D0llar Tree', 'Dollar Treè', ""Casey's General Stores"", 'Dollar Tree', ""Ca5ey's Genèral Stores""]"
Fannie Mae,"['FannieMa e', 'faNnie MAe', 'Fánnie Maè']","['Panera Bread', 'Frèddie Mac', 'Frëddie  Mac', 'Freddie Mac', 'Panerà Bread', 'Ne wMarket', 'Sanmína']"
Farmers Insurance Exchange,"['Farmers In5urance Exchanģe', 'Fa rmerc Insurance Exchange', 'Faŕmers Insuránce Exchange']","['Státe Farm Insurance Cos.', 'State Farm Insurance Cos.', 'State Farm Insurance Co5.', 'Intercontinental Exchange', 'State Farm Insuránce Cos.', '¡ntercontinental Exchange']"
Fastenal,"['Fastènal.', 'Fa stenal', 'Fàstenal']","['Visteon', 'MasterCard', 'Mattel', 'Eastman Chemical', 'Eastmän Chemi cal', 'Vísteon', 'Eastmán Kodak', 'Mat tel', 'WèsternDigital']"
FedEx,"['Fed.Ex', 'Fe dEx', 'FèdEx']","['Exèlon', 'Me dnax', 'Xerox', 'Mèdnax', 'Mednax']"
Ferrellgas Partners,"['Ferre11gas Partners', 'Ferrèllgas Par tners', 'Férellgas Partnèrs']","[""NgL Energy Partner's"", 'NGL Energy Partners', 'Gl0bal Partners', 'Global Partnérs', 'Global Partners', 'Buckeye Partners']"
Fidelity National Financial,"['F1delity National Financial', 'Fideli ty Nàtional Financial', 'Fidèlity National. Financial']","['Prudentíal Financial', 'Fidelity National Information Services', 'Prudential Financial', 'Fi.delity National Informatìon Services']"
Fidelity National Information Services,"['Fidel1ty Nat ional Informati0n Services', 'Fidèlity National Informatioñ Services', 'Fi.delity National Informatìon Services']","['F1delity National Financial', 'Fidelity National Financial', 'Fidèlity National. Financial']"
Fifth Third Bancorp,"['Fi£th Third Bancor.p', 'Fi fth Thir d Bancorp', 'F1fth Thiřd Bancorp']","['M& T Bank Corp.', 'Zions Bancorp.', 'Zi0ns Bancorp.']"
First American Financial,"['First ~American Financial', 'Fírst American Financial', 'Fīrst Ameŕican Financial']","['Ame rican Financíal Group', 'Amer1can Financial Gr0up', 'American Financial Group']"
First Data,"['Fírst. Data', 'FírstDáta', 'F1rst Datá']","['First Solar', 'Tèch Data', 'F1rst Solar', 'FìrstSòlar']"
First Solar,"['Fir5t  Solár', 'F1rst Solar', 'FìrstSòlar']","['FírstDáta', 'Ford Motor', 'F1rst Datá', 'First Data', 'Fírst. Data', 'Ford M otor']"
FirstEnergy,"['FírstEnergy', 'F1rstEnergy.', 'Fi r5tEnergy']","['Wèstar Energy', 'Westar Energy', 'Linn Energy', 'PBF En ergy', 'PBF Energy']"
Fiserv,"['Fi5erv', 'Fisèrv', 'Fis ér v']","['Flows erve', 'Fl0wserve', 'PFiZer', 'Flowsèrve', 'Flowserve']"
Flowers Foods,"['F1owers Foods', 'Flowers Fòοds', 'Flόwers.Foods']","['Pinnacle. Foods', 'Hormel Foods', 'Dean Foods', 'Towers Watson', 'Hormel Fòods', 'Dean. Foods', 'Tyson. Foods', 'Flowserve', 'ConAgra Foods']"
Flowserve,"['Flowsèrve', 'Flows erve', 'Fl0wserve']","['Fluor', 'Álere', 'Fiserv', 'Fisèrv', 'Alere', 'Fluor.']"
Fluor,"['F1uor', 'Fluór', 'Fluor.']","['Fl0wserve', 'Nucor', 'Flowsèrve', 'Nu cor', 'Flowserve', 'suNPower']"
Foot Locker,"['Fòot Locker', 'Foot Lockér', 'F0ot Lokcer']","['Flows erve', 'Ford Motor', 'Sout hern', 'Ford M otor', 'FordMotòr']"
Ford Motor,"['Ford M otor', 'F0rd M0tor', 'FordMotòr']","['Gènèral Mòtors', 'Foot Lockér', 'Nordstrom', 'Nordst rom', 'Meri tor', 'General Motors', 'Foot Locker']"
Forest Laboratories,"['F0rest Laboratories', 'Fòrest Laborator1es', 'Forest Lab0rat0ries']","['AЬbott Labøratories', 'Bìo-Rad Laborat0ries', 'Abbott Laboratories.', 'Abbott Laboratories']"
Fortune Brands Home & Security,"['Fortune Brands Home & Security.', 'FoƦtune Brands Home & Security', 'Fortune Brànds Home & Secur1ty']","['Northe rn TierEnergy', 'Starwood Hotels & Resorts', 'Northern Tier Energy', 'Energy Transfer E.quity', 'Energy Transfer Equity']"
Fossil Group,"['Fo55il Group', 'FóssilGroup', 'Fossil Gr0up']","['Wi1lbros Group', 'Krażt Foods Group', 'PulteGroup', 'Kraft Foods Gr0up', 'Pul tèGroup', 'Kraft Foods Group', 'Willbros Group']"
Franklin Resources,"['Fránklin Resources', 'Franklin Resourcès', 'Frankl1n Rèsources']","['Range Rèsources', 'Đominion Resourcès', 'DòminionResources', 'Range Resources', 'Targa Resources', 'Dominion Resources']"
Freddie Mac,"['Frèddie Mac', 'Fredđie Mác', 'Frëddie  Mac']","['Tribune Mèd1a', 'Ford Motor', 'Fannie Mae', 'Fánnie Maè']"
Freeport-McMoRan,"['Freeport-Mc MoRan', 'Freep0rt-McM0Ràn', 'Frèëport-McMoRan']","['Fredđie Mác', 'Freddie Mac', 'Brown-Forman', 'Dresser-Rand Group', 'Dre55er-Rand Group', 'I ron Mountain', 'Iron Mountain']"
Frontier Communications,"['FrontíerCommunications', 'Front1er, Communications', 'Frontier Communicati0ns']","['Ḉharter Commúnications', 'Charťer Communicati0ns', 'Charter Communications', 'Charteŕ Communic ations']"
G-III Apparel Group,"['G-III Apparel Gr0up', 'G-III Appare1 Group', 'G-III. Apparel Group']","['A ptarGroup', 'Carlyle Group', 'P rìceline Group', 'AptarGroup']"
GNC Holdings,"['GNC Hôldings', 'GNC HolDings', 'GnC Hol dings']","['WG LHoldings', 'WGL Holdings', 'NII Holdings', 'HCA Holdings']"
GameStop,"['GameSt0p', 'Game5top', 'GaMeStop']","['Gap', 'Gannett', 'Gan nett']"
Gannett,"['Gánnett', 'Gan nett', 'Gañnèt']","['Vant1v', 'avnEt', 'Gartner', 'Ga1tner', 'Ávnet', 'Vantiv', 'Gènuine Parts', 'Gar tner', 'Genuíne Part5']"
Gap,"['G.ap', 'gAp', 'Gáp']","['GameSt0p', 'Gr0up0n', 'Groupon', 'Game5top', 'pPL', 'rpC', 'GameStop', 'hRg Group', 'Gropuon']"
Gartner,"['Gar tner', 'Gartnèr', 'Ga1tner']","['Gannett', 'Danaher', 'Global Partnérs', 'Global Partners', 'Carter.s', ""Carter's"", 'Cartèrs']"
General Cable,"['Ge neral Cable.', 'Genera1 Cable', 'Genèral Cab1e']","['Time. Warner Cable', 'General Electric', 'T1me Warner Cable', 'Time Warner Cable', 'Genèral Electríc', 'Genèral Mìlls']"
General Dynamics,"['Gènèral Dynamics', 'General Dynamiçs', 'Genera1Dynamics']","['St33l Dynámics', 'Stèel Dÿnamics', 'Genera1 Mills', 'Steel Dynamics', 'General Mills', 'Steel. Dyńamics']"
General Electric,"['Genèral Electríc', 'Genera1 E1ectric', 'General ElectriC']","['Graybár Elećtric', 'General Cable', 'Graybar Electric', 'General Motors', 'Graybar.Electric']"
General Growth Properties,"['Gene rál Growth Properties', 'Generál Gr0wth Properties', 'General Growth Propert1es']","['Bôston Properties', 'Boston Properties', 'General M0t0rs', 'General Motors']"
General Mills,"['Genèral Mìlls', ""Genera1'Mills"", 'Genera1 Mills']","['General Motors', 'Genera1, Mòtors', 'General Cable', 'General M0t0rs', 'Genera1 Cable']"
General Motors,"['Gènèral Mòtors', 'General M0t0rs', 'Genera1, Mòtors']","['General Electric', 'Genera1 Mills', ""Ca5ey's Genèral Stores"", 'Genèral Electríc', 'Genera1 E1ectric', 'General Mills', 'Genèral Mìlls']"
Genesco,"['Gènesco', 'Genès có', 'Genesc0']","['Tenneco', 'Genesis Energy', 'Ténneco', 'Tennec0', 'Guess', 'Tenne.co', 'Gue5s']"
Genesis Energy,"['Genèsis Enèrgý', 'Gènesis Ener gy', 'Gènesìs Energy']","['Westár Enèrgy', 'OGE Energy', 'Wisconsin Energy', 'Westar Energy', 'C0nsol Enèrgy', 'Wi5consin Energy', 'OGÈ Energy', 'Great Plains Energy', 'Wiscónsin Energý']"
Genuine Parts,"['Genuine Par ts', 'Genuíne Part5', 'Gènuine Parts']","['NGL Energy Partners', 'Buc keye Partners', 'Regency Energy Partnèrs', 'régency energy Partners', 'Buckeye Partners', 'Lennar']"
Genworth Financial,"['Genworth  Financía1', 'Genw0rth Financial', 'Genworth Financia1']","['Coúntry Financia1', 'Symetra Financial', 'Ocwen FinanciaI', 'Reg¡ons Financíal', 'CouNtry Financíal', 'Ocwen Financial', 'ocWen Financial']"
Gilead Sciences,"['G1lead Sciences', 'Gilead Sc1ences', 'Gilead. Sciences']","['Computer Sciences', 'Edwards Lifesciences', 'C0mputer Sciences']"
Global Partners,"['Gl0bal Partners', 'G1obal Partners', 'Global Partnérs']","['GlòbalPayments', 'Global Payments', 'Gartner', 'Ferrellgas Partners', 'Gar tner', 'Gl0bal Payments']"
Global Payments,"['gLo bal Payments', 'GlòbalPayments', 'Gl0bal Payments']","['Global Partners', 'Gl0bal Partners', 'G1obal Partners', 'Global Partnérs']"
Goldman Sachs Group,"['G0ldman Sachs Gr0up', 'Goldmàn Sáchs Group', 'Goldman Sachs Gróup']","['Ne1man Marcus Group', 'Neiman Marcus Group', 'Neiman Marcús Group']"
Goodyear Tire & Rubber,"['Gòodyear Tire & Rubber', 'Goodyear Tire & Rub ber', 'Goodyear tire & Rubbeṛ']","['Cooper Tire & Rubber', 'Cøoper Tire & Rubber', 'Cooper Tire & Ruƃber']"
Google,"['Goo gle', 'Goog1e', 'Goog.le']","['M oog', 'Moog', 'Moog.', 'Pool']"
Graham Holdings,"['Grahàm Holdings', 'Graham H0ldings', 'graham Holding5']","['Dana Holding', 'GNC Hôldings', 'WGL Holdings', 'Silgan Holdings', 'WG LHoldings', 'Dána Holding', 'GNC Holdings']"
Granite Construction,"['Gran ite Construction', 'Gránite Constructìon', 'Granìte Con5truction']","['Wa5te Connections', 'Frontier Communications', 'Front1er, Communications', 'Waste Connection5', 'Was te Connections', 'Waste Connections']"
Graphic Packaging Holding,"['Graphic Packaging Hold1ng', 'Gráphic Packaging Holding', 'Graph1c-Packaging Holding']","['Sp ringleaf Holdings', 'Graham Holdings', 'hawa1ián Holdings', 'graham Holding5']"
Graybar Electric,"['GRAYbar Electríc', 'Graybár Elećtric', 'Graybar.Electric']","['Genèral Electríc', 'General Electric', 'General ElectriC', 'Arrow Electronics']"
Great Plains Energy,"['Greát PlaínsEnergy', 'Greát Pla1ns Energy', 'Grèat Pláins Enèrgy']","['Genesis Energy', 'Westar Energy', 'Al liantEnergy', 'Gènesìs Energy', 'Gènesis Ener gy', 'Green Plains', 'Genèsis Enèrgý', 'Speçtra Energy']"
Green Plains,"['Green Plàins', 'GrèenPlains', 'Gr3en Plains.']","['Greát PlaínsEnergy', 'GnC Hol dings', 'Great Plains Energy', 'Greát Pla1ns Energy', 'Crown Holdings']"
Greenbrier Cos.,"['Grèenbrier Co.s', 'Greenbrièr Còs.', 'Greenbr1er Cos.']","['Green Plàins', 'Travelers Co5.', 'Třavelers Cos.', 'Trave1ers Cos.', 'Travelers Cos.']"
Greif,"['Grëif', 'G reif', 'Grèif']","['Grèenbrier Co.s', 'ProtèctiveLife', 'Harris', 'MetLifè', 'MetLife', 'GrèenPlains', 'Brinks']"
Group 1 Automotive,"['Group 1 Aut0motive', 'Gróup 1 Au tomotive', 'Gr0up 1 Autómotive']","[""O'Reilly Automotive"", 'Sońic Automot1ve', 'S0nic Automotivè', ""O'Rei11y Automotive"", 'Sonic Automotive']"
Groupon,"['Gr0up0n', 'Gróup on', 'Gropuon']","['SeṃGroup', 'SemGroup', 'ŞemGroup']"
Guardian Life Ins. Co. of America,"['Guárdiàn Lifè Ins. Co. of America', 'Guardian Life In5. Co. of Americá', 'Guardian Life Ins. Co. of Amèrica']","['Packaging Corp. of America', 'Pãckaging Corp. of America', 'Laboratory Corp. of America']"
Guess,"['Gu ess', 'Gue5s', 'Guèss']","['Genesc0', 'Hèss', 'Gènesco', 'Hess', 'Genès có', 'Genesco']"
H&R Block,"['H &R Bl0ck', 'h&r Blöck', 'H&R Bloçk']","['Rėgal Bēloit', 'Règal Beloit', 'Regal Beloit', 'Belk', 'Bèlk', 'BlаckR0ck']"
H.B. Fuller,"['H.B. Füller', 'H.B. Fu1ler.', 'H.B. Fu11er']","['H.J. Hei nz', 'H.j. HeinZ', 'J.M. 5mucker', 'J.M. Smucker', 'J.M. Smucker.', 'H.J. Heinz', 'J.M. Sínucker']"
H.J. Heinz,"['H.J. Hèinz', 'H.J. Hei nz', 'H.j. HeinZ']","['D.R. Horton', 'P.C. Connection', 'Hexion', 'D.R. Hortón', 'HCA. Holdings']"
HCA Holdings,"['HCA. Holdings', 'HCA Hold1ngs', 'HÇA Holdings']","['WGL Holdings', 'GnC Hol dings', 'WABCO Holdings', 'WG LHoldings', 'GNC Holdings']"
HCC Insurance Holdings,"['HC C Insurance Holdings', 'HCC Insurance. Holdings', 'HCC Insurànce Hold1ngs']","['C.F Industries Holdings', 'CF Industries Holdings', 'CF Indu5triesHoldings']"
HCP,"['HC P', 'HcP', 'HCP.']","['HP', 'H-P', 'H P']"
HD Supply Holdings,"['HD 5upply Holdìngs', 'HD Supp1y  Holdings', 'HD Supply Holdings.']","['HÇA Holdings', 'Pe pco Hold1ngs', 'Delek US Holdings', 'Silgan Holdings', 'Delek U5 Hold ings', 'Delek US. Holdings']"
HNI,"['HÑI', 'HnI', 'HNI.']","['HP', 'PvH', 'H5N', 'HSN', 'NIKE.', 'UGI']"
HP,"['H-P', 'hP', 'H P']","['HC P', 'HCP', 'pPL', 'SPX', 'HcP', 'HCP.', 'UPS']"
HRG Group,"['HRG Gr0up', 'hRg Group', 'HR G Group']","['Hùb Group', 'Hu bGroup', 'CBRE Group', 'Hub Group', 'CBRè Group', 'EMÇOR Group']"
HSN,"['hSn', 'H. SN', 'H5N']","['HP', 'IHS', 'UpS', 'HNI', 'CHS', 'USG', 'UPS', 'HNI.']"
Hain Celestial Group,"['Hain Ce1estial Gr0up', 'Haìn Celestia1 Group', 'Hain. Celestial Group']","['TransDigm Group', 'Ascena Retail Group', 'Warner Music Group', 'Altria Group', '0aktree Cap1tal Group', 'Asçena Retail Gr0up', 'Ascéna Retail Group']"
Halliburton,"['Hal1iburton', 'Hál1iburton', 'Halliburton.']","['Ha5bro', 'Hasbro', 'Hexion', 'Hèxion', 'HollyFrontier', 'Hásbro']"
Hanesbrands,"['HanesBrandS', 'Ha nèsbrands', 'Hanèsbrands']","['Huntsman', 'Hasbro', 'Hasbrò', 'L Brands', '1 Brands']"
Hanover Insurance Group,"['Hanover Insurànce Gr0up', 'Hanóver Insurance Gr0up', 'Han0ver Insurance Group']","['Erie Insurance Group', 'Sèntry Insur4nce Group', 'Sentry Insurànce Group', 'Sentry Insurance Group', 'Èrie Insurance Group']"
Harley-Davidson,"['Har1ey-David son', 'Har1ey-Davidson', 'Harley-David5on']","['DònaIdson', 'SùneDison', 'CareFusion', 'Care-Fusion', 'Trimble Navigation']"
Harman International Industries,"['Harmán Intérnàtional Indu5tries', 'Harman Internati0na1 Industries', 'Hármán InternationalIndustries']","['Huntington Ingalls Industries', 'Hun tingt0n Ingalls Industries', 'Hawa1ian Electriç Industries', 'Hawaiian Electric Industries', 'Huntington Ingalls.Industries', 'Wòrthington Industries']"
Harris,"['Harr1s', 'Harris.', 'Hárri s']","['Hαrsco', 'Ha rsc0', 'Harsco', 'Brinks', 'Cartèrs']"
Harsco,"['Hαrsco', 'Ha rsc0', 'Har5cø']","['Harr1s', 'Sysco', 'Masco', 'Harris', 'Wat5co', 'Hasbro', 'Hasbrò', 'Wa tsco', '5ysco']"
Hartford Financial Services Group,"['Hartford Finàncial Servìces Group', 'Hartf0rd Financial Services Group', 'Har tford Financial Services Group']","['P NC Financial Services Group', 'PNC Financial Services Group', 'PNC Fìnancial Services Group']"
