normalized_company,label
BPG Consulting UG ( haftungsbeschrankt ),0
Oko wert GEIS GmbH & Co . KG,0
PW 4 Immobilien GmbH,0
Senioren hilfe SMMP gGmbH,0
Oncosil Medical Germany GmbH,0
Pfaffikon Beteiligungs - und Verwaltungs GmbH,0
KogiTEK UG ( haftungsbeschrankt ),0
procar informatik AG,0
Muhle hof Muhlacker Stadt hallen betriebs GmbH,0
Landwidi GmbH,0
ZYLLA GmbH Aluminium & Kunststoff FENSTER - TUREN - FASSADEN,0
WK Immobilien Gesellschaft mit beschrankter Haftung,0
FINIKON Kapital planung gesellschaft mbH & Co . KG,0
Jurgen & Ingrid Weber UG ( haftungsbeschrankt ) & Co . KG,0
Navigante GmbH & Co . KG,0
LVM - Versicherung buro Wilhelm Westerman e . K .,0
HEGA Metall bau Winfried Mascher e . K .,0
Green Tower III Beteiligungs - GmbH,0
Bohn Direct Target Group Management GmbH,0
Werner Meiske Inh . Gregg Schwontkowski e . Kfm .,0
FONTIS Aktien gesellschaft,0
PW Sachsen lack Oberflachen beschichtung GmbH & Co . KG,0
Eyck Rosseck - AKZENT INNENDEKORATION eK,0
CM Dach zelt GmbH,0
1 - 2 - play GmbH,0
Richard Kurth GmbH,0
V - Projekt GmbH & Co . KG,0
Ingenieur buro Simon KG,0
papcon Papier verarbeitung GmbH,0
KONTEXT Gesellschaft fur Psychosoziale Dienste GmbH,0
Conti Clarissa Schiffahrts - GmbH,0
ProDEKon Blech technik Verwaltungs GmbH,0
Klockner PET International GmbH,0
Luckaitzer Bedachungs GmbH,0
Getranke Schulz GmbH,0
ALBRECHT AIRCRAFT SERVICE LIMITED,0
11 events GmbH,0
Dobberstein Grundstucks - + Vermogens verwaltung GmbH,0
Alphega Apotheken partner GmbH,0
Vogtle Verwaltungs GmbH,0
Elektro - Schillinger GmbH,0
Berger Beteiligung gesellschaft Deutschland mbH,0
CCNCH Kommanditgesellschaft UG ( haftungsbeschrankt ) & Co . KG,0
WOC Photovoltaik Invest 1 2 GmbH,0
Europa - Park GmbH & Co - Shopping KG,0
Bostel Mode vertriebs GmbH,0
Energie gesellschaft Europa allee m . b . H .,0
Pohlen Bedachungen GmbH & Co . Kommanditgesellschaft,0
RM General bau Koln GmbH,0
Wine Capital Selection GmbH,0
RS reparatur manufaktur UG ( haftungsbeschrankt ),0
IMMOfit GmbH & Co . KG,0
C . I . S . Construction & International Service GmbH,0
Bau haus MVZ GmbH,0
PICKERT UND PARTNER GMBH Gesellschaft fur Qualitat management,0
Transmission Advertising Services GmbH,0
focus horen Friedrichshafen GmbH,0
beaker GmbH,0
JSD Johannes Senioren dienste Sud gemeinnutzige GmbH,0
MW FUR DICH . UG ( haftungsbeschrankt ),0
FWS Geschafts fuhrung UG ( haftungsbeschrankt ),0
Aesculap - Apotheke Dieter Horlitz,0
Post dienst leistungen GS GmbH,0
Kampf Schrott - und Metall grosshandel GmbH,0
faber manufaktur & handels gmbh & co . kg,0
CarLoft Hotel Real Estate Dussel dorf GmbH,0
Alttec GmbH,0
Ambulanter Pflege dienst Wicht - Baasch GmbH,0
Pflege und Service Daheim GmbH,0
Media Markt TV - HiFi - Elektro GmbH Bonn,0
"hoelschertechnic - gorator GmbH & Co . KG , Berlin",0
Hecker Holz system bau GmbH,0
RMW Wohnung gesellschaft Frankfurt GmbH,0
Peter Kunz GmbH & Co . KG,0
Antkowiak Entsorgung GmbH,0
Gullich und Fleisch AG Unternehmens beratung gesellschaft,0
punkt ( . ) DigitaleFotografie und Gestaltung GmbH,0
